"Customer.ID","Gender","Age","Married","Number.of.Dependents","City","Zip.Code","Number.of.Referrals","Tenure.in.Months","Offer","Phone.Service","Avg.Monthly.Long.Distance.Charges","Multiple.Lines","Internet.Service","Internet.Type","Avg.Monthly.GB.Download","Online.Security","Online.Backup","Device.Protection.Plan","Premium.Tech.Support","Streaming.TV","Streaming.Movies","Streaming.Music","Unlimited.Data","Contract","Paperless.Billing","Payment.Method","Monthly.Charge","Total.Charges","Total.Refunds","Total.Extra.Data.Charges","Total.Long.Distance.Charges","Total.Revenue","Customer.Status","Churn.Category","Churn.Reason","Tenure_Category","Age_Category","Service_Category"
"2720-WGKHP","Male",65,"No",0,"Sloughhouse",95683,0,2,"Offer E","Yes",20.99,"Yes","Yes","Fiber Optic",22,"No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",94,181.7,0,0,41.98,223.68,"Churned","Other","Don't know","Junior","Anciano","Enhanced Services"
"2722-JMONI","Female",73,"Yes",0,"Escondido",92029,1,1,"Offer E","Yes",24.24,"No","Yes","Cable",9,"Yes","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",49.55,49.55,0,0,24.24,73.79,"Churned","Dissatisfaction","Limited range of services","Junior","Anciano","Minimum Services"
"2722-VOJQL","Male",30,"No",0,"San Diego",92126,0,64,"None","Yes",24.23,"Yes","Yes","Fiber Optic",73,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card",105.65,6903.1,0,0,1550.72,8453.82,"Churned","Other","Don't know","Junior","Joven","All Included"
"2724-FJDYW","Male",31,"No",3,"Inverness",94937,0,39,"None","No",NA,"","Yes","DSL",29,"No","No","Yes","Yes","Yes","Yes","Yes","Yes","One Year","No","Bank Withdrawal",54.85,2191.7,0,0,0,2191.7,"Stayed","","","Junior","Adulto","Minimum Services"
"2725-IWWBA","Male",52,"Yes",2,"El Cajon",92020,9,46,"Offer B","Yes",38.45,"No","Yes","DSL",15,"Yes","No","Yes","Yes","No","No","No","Yes","One Year","No","Credit Card",56.9,2560.1,0,0,1768.7,4328.8,"Stayed","","","Junior","Adulto","Minimum Services"
"2725-KXXWT","Male",26,"Yes",0,"Vallejo",94589,0,1,"Offer E","Yes",23.06,"No","Yes","Fiber Optic",52,"No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",90.75,90.75,0,0,23.06,113.81,"Churned","Attitude","Attitude of support person","Junior","Joven","Enhanced Services"
"2725-TTRIQ","Female",45,"Yes",3,"Menifee",92584,10,72,"Offer A","Yes",37.84,"Yes","Yes","Cable",53,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal",84.2,5986.55,0,0,2724.48,8711.03,"Stayed","","","Junior","Adulto","Enhanced Services"
"2731-GJRDG","Female",55,"No",0,"Corona",92880,0,32,"None","Yes",4.61,"Yes","Yes","Fiber Optic",12,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",109.55,3608,0,0,147.52,3755.52,"Stayed","","","Junior","Adulto","All Included"
"2737-WFVYW","Female",28,"No",0,"Marina Del Rey",90292,0,2,"None","No",NA,"","Yes","DSL",48,"No","No","No","No","Yes","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal",45.25,85.5,0,10,0,95.5,"Churned","Dissatisfaction","Product dissatisfaction","Junior","Joven","Minimum Services"
"2737-YNGYW","Female",29,"No",0,"Hemet",92543,0,2,"Offer E","Yes",33.89,"No","Yes","Fiber Optic",41,"No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",80.55,184.1,0,0,67.78,251.88,"Churned","Attitude","Attitude of support person","Junior","Joven","Enhanced Services"
"2739-CACDQ","Female",79,"No",0,"La Jolla",92037,0,17,"Offer D","Yes",1.06,"Yes","Yes","Fiber Optic",25,"No","No","Yes","No","No","No","No","Yes","One Year","Yes","Credit Card",82.65,1470.05,0,0,18.02,1488.07,"Stayed","","","Junior","Anciano","Enhanced Services"
"2740-TVLFN","Male",42,"No",0,"Manteca",95337,0,1,"Offer E","Yes",39.87,"Yes","Yes","DSL",2,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",50.15,50.15,0,0,39.87,90.02,"Joined","","","Junior","Adulto","Minimum Services"
"2746-DIJLO","Female",40,"No",0,"Harbor City",90710,0,41,"Offer B","Yes",36.47,"Yes","Yes","DSL",8,"No","Yes","No","No","No","No","No","Yes","One Year","Yes","Credit Card",56.3,2364,0,0,1495.27,3859.27,"Stayed","","","Junior","Adulto","Minimum Services"
"2748-MYRVK","Female",22,"No",0,"Fresno",93702,0,63,"Offer B","Yes",8.38,"Yes","Yes","Fiber Optic",59,"No","Yes","No","No","Yes","Yes","Yes","Yes","One Year","No","Bank Withdrawal",99.9,6137,0,0,527.94,6664.94,"Churned","Price","Long distance charges","Junior","Joven","All Included"
"2750-BJLSB","Female",32,"No",0,"Rancho Santa Fe",92067,0,47,"Offer B","Yes",2.45,"No","Yes","Fiber Optic",13,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",103.7,4730.6,0,0,115.15,4845.75,"Stayed","","","Junior","Adulto","All Included"
"2753-JMMCV","Male",41,"No",0,"Paso Robles",93446,0,65,"Offer B","Yes",22.23,"Yes","Yes","DSL",18,"No","Yes","Yes","Yes","No","Yes","Yes","Yes","Two Year","Yes","Credit Card",74.2,4805.65,0,0,1444.95,6250.6,"Stayed","","","Junior","Adulto","Services with Improvements"
"2754-SDJRD","Female",74,"No",0,"Somis",93066,0,8,"Offer E","Yes",39.86,"Yes","Yes","Fiber Optic",23,"No","No","No","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card",-8,908.55,0,0,318.88,1227.43,"Stayed","","","Junior","Anciano",NA
"2754-VDLTR","Male",54,"No",0,"Greenview",96037,0,10,"Offer D","Yes",35.63,"Yes","Yes","Fiber Optic",18,"No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",95.2,930.4,0,0,356.3,1286.7,"Churned","Competitor","Competitor offered more data","Junior","Adulto","Enhanced Services"
"2754-XBHTB","Female",40,"No",0,"Amador City",95601,0,9,"None","Yes",22.88,"No","Yes","Fiber Optic",23,"No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",77.65,714.15,0,0,205.92,920.07,"Churned","Competitor","Competitor made better offer","Junior","Adulto","Services with Improvements"
"2758-RNWXS","Male",60,"No",0,"Oceanside",92054,0,35,"Offer C","Yes",49.61,"No","Yes","Fiber Optic",26,"Yes","No","No","Yes","No","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",89.2,3251.3,0,0,1736.35,4987.65,"Stayed","","","Junior","Adulto","Enhanced Services"
"2761-OCIAX","Male",74,"No",0,"Palo Cedro",96073,0,2,"None","Yes",6.51,"No","Yes","Fiber Optic",11,"No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",74.7,165.4,0,0,13.02,178.42,"Churned","Competitor","Competitor made better offer","Junior","Anciano","Services with Improvements"
"2761-XECQW","Male",67,"Yes",0,"Glenhaven",95443,1,8,"None","No",NA,"","Yes","Cable",27,"No","Yes","Yes","No","No","Yes","No","Yes","Two Year","Yes","Credit Card",43.35,371.4,0,0,0,371.4,"Stayed","","","Junior","Anciano","Minimum Services"
"2770-NSVDG","Male",25,"Yes",0,"San Jose",95124,4,24,"Offer C","No",NA,"","Yes","DSL",51,"No","No","Yes","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",29.1,688,0,0,0,688,"Stayed","","","Junior","Joven","Minimum Services"
"2773-MADBQ","Female",46,"No",0,"Long Beach",90804,0,36,"None","No",NA,"","Yes","Cable",9,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Two Year","Yes","Credit Card",53.1,1901.25,0,0,0,1901.25,"Stayed","","","Junior","Adulto","Minimum Services"
"2773-OVBPK","Male",60,"Yes",0,"Orange",92865,1,67,"Offer A","Yes",21.71,"Yes","Yes","Fiber Optic",30,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal",111.3,7567.2,36.66,0,1454.57,8985.11,"Stayed","","","Junior","Adulto","All Included"
"2774-LVQUS","Female",65,"Yes",0,"Temecula",92592,2,15,"None","Yes",44.13,"Yes","Yes","Fiber Optic",3,"No","No","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",83.05,1258.3,0,110,661.95,2030.25,"Churned","Competitor","Competitor made better offer","Junior","Anciano","Enhanced Services"
"2775-SEFEE","Male",56,"No",1,"Wilmington",90744,0,10,"None","Yes",29.95,"Yes","Yes","DSL",19,"Yes","Yes","No","Yes","No","No","No","Yes","Two Year","Yes","Bank Withdrawal",61.9,619,0,0,299.5,918.5,"Stayed","","","Junior","Adulto","Services with Improvements"
"2777-PHDEI","Female",20,"No",0,"Ahwahnee",93601,0,1,"None","Yes",29.41,"No","Yes","Fiber Optic",59,"No","No","No","No","Yes","No","Yes","No","Month-to-Month","No","Bank Withdrawal",78.05,78.05,0,10,29.41,117.46,"Churned","Competitor","Competitor offered more data","Junior","Joven","Enhanced Services"
"2778-OCLGR","Male",75,"Yes",0,"Soda Springs",95728,1,24,"None","No",NA,"","Yes","DSL",5,"Yes","No","No","No","No","Yes","No","Yes","Month-to-Month","No","Bank Withdrawal",39.1,971.3,0,0,0,971.3,"Churned","Competitor","Competitor had better devices","Junior","Anciano","Minimum Services"
"2782-JEEBU","Male",39,"No",0,"Los Molinos",96055,0,21,"None","No",NA,"","Yes","DSL",9,"No","Yes","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Credit Card",36,780.15,0,0,0,780.15,"Stayed","","","Junior","Adulto","Minimum Services"
"2782-LFZVW","Female",52,"No",0,"Costa Mesa",92627,0,11,"Offer D","Yes",24.57,"Yes","Yes","Cable",10,"No","No","No","No","No","Yes","Yes","No","Month-to-Month","Yes","Credit Card",58.95,601.6,0,70,270.27,941.87,"Stayed","","","Junior","Adulto","Services with Improvements"
"2786-GCDPI","Female",75,"No",0,"Pioneertown",92268,0,50,"Offer B","Yes",17.65,"Yes","Yes","Fiber Optic",29,"No","No","Yes","Yes","Yes","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal",104.95,5222.35,0,0,882.5,6104.85,"Stayed","","","Junior","Anciano","All Included"
"2789-CZANW","Female",49,"Yes",1,"Dublin",94568,7,64,"Offer B","Yes",21.16,"Yes","Yes","Fiber Optic",23,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal",110.3,6997.3,0,0,1354.24,8351.54,"Stayed","","","Junior","Adulto","All Included"
"2789-HQBOU","Male",60,"No",0,"Bakersfield",93306,0,3,"Offer E","Yes",49.63,"No","Yes","Fiber Optic",26,"No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",80.35,253.8,0,0,148.89,402.69,"Joined","","","Junior","Adulto","Enhanced Services"
"2790-XUYMV","Male",19,"No",1,"Mount Hamilton",95140,0,71,"None","Yes",31.89,"Yes","Yes","Fiber Optic",30,"Yes","Yes","No","No","No","No","No","Yes","One Year","Yes","Credit Card",85.45,6028.95,0,0,2264.19,8293.14,"Stayed","","","Junior","Joven","Enhanced Services"
"2792-LSHWX","Female",49,"No",0,"Fremont",94555,0,1,"None","Yes",43.06,"No","Yes","Fiber Optic",9,"Yes","Yes","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Credit Card",83.4,83.4,0,0,43.06,126.46,"Joined","","","Junior","Adulto","Enhanced Services"
"2794-XIMMO","Male",61,"Yes",0,"Rancho Cucamonga",91737,1,53,"None","No",NA,"","Yes","DSL",13,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",60.45,3184.25,0,0,0,3184.25,"Churned","Price","Lack of affordable download/upload speed","Junior","Anciano","Services with Improvements"
"2796-UUZZO","Male",30,"Yes",2,"Redding",96002,9,63,"Offer B","Yes",18.88,"No","Yes","Fiber Optic",48,"No","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card",80.3,4896.35,0,40,1189.44,6125.79,"Stayed","","","Junior","Joven","Enhanced Services"
"2798-NYLMZ","Male",29,"Yes",0,"Los Banos",93635,10,71,"Offer A","Yes",31.97,"Yes","Yes","Fiber Optic",73,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card",108.55,7616,0,0,2269.87,9885.87,"Stayed","","","Junior","Joven","All Included"
"2799-ARNLO","Female",67,"Yes",0,"Bonsall",92003,0,5,"Offer E","Yes",9.56,"No","Yes","Fiber Optic",13,"No","No","No","No","No","No","No","Yes","One Year","Yes","Bank Withdrawal",69.35,341.6,0,0,47.8,389.4,"Stayed","","","Junior","Anciano","Services with Improvements"
"2800-QQUSO","Male",48,"No",0,"Riverside",92505,0,42,"None","Yes",25.69,"Yes","Yes","Fiber Optic",13,"No","No","No","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",100.3,4222.95,0,0,1078.98,5301.93,"Stayed","","","Junior","Adulto","All Included"
"2800-VEQXM","Female",48,"No",0,"Lebec",93243,0,3,"None","Yes",12.5,"No","Yes","Fiber Optic",4,"No","No","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Mailed Check",74.75,238.1,38.84,0,37.5,236.76,"Joined","","","Junior","Adulto","Services with Improvements"
"2801-NISEI","Male",28,"No",0,"Mt Baldy",91759,0,24,"None","Yes",30.07,"No","Yes","DSL",69,"Yes","No","No","Yes","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",54.95,1348.5,0,0,721.68,2070.18,"Stayed","","","Junior","Joven","Minimum Services"
"2805-EDJPQ","Female",45,"Yes",0,"San Diego",92124,9,56,"None","Yes",20.53,"Yes","Yes","Fiber Optic",19,"No","Yes","Yes","Yes","No","Yes","Yes","Yes","One Year","Yes","Credit Card",99.75,5608.4,0,0,1149.68,6758.08,"Stayed","","","Junior","Adulto","All Included"
"2806-MLNTI","Male",79,"Yes",0,"White Water",92282,4,52,"None","Yes",29.15,"Yes","Yes","Fiber Optic",9,"No","Yes","Yes","No","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",105.1,5376.4,0,0,1515.8,6892.2,"Stayed","","","Junior","Anciano","All Included"
"2809-ZMYOQ","Female",33,"No",0,"Camptonville",95922,0,32,"None","Yes",41.53,"Yes","Yes","Fiber Optic",28,"No","No","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",101.35,3334.9,0,0,1328.96,4663.86,"Stayed","","","Junior","Adulto","All Included"
"2810-FTLEM","Female",21,"No",0,"Los Angeles",90036,0,16,"None","Yes",14.26,"No","Yes","DSL",53,"Yes","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",50.15,762.25,0,0,228.16,990.41,"Churned","Competitor","Competitor offered higher download speeds","Junior","Joven","Minimum Services"
"2811-POVEX","Female",74,"Yes",3,"Live Oak",95953,4,23,"None","Yes",2.03,"No","Yes","Fiber Optic",53,"No","Yes","Yes","No","No","Yes","No","Yes","Two Year","Yes","Bank Withdrawal",88.45,2130.55,0,0,46.69,2177.24,"Stayed","","","Junior","Anciano","Enhanced Services"
"2812-ENYMO","Male",22,"No",0,"Orick",95555,0,26,"Offer C","No",NA,"","Yes","Cable",82,"Yes","No","No","Yes","Yes","Yes","Yes","Yes","One Year","No","Credit Card",54.55,1362.85,0,0,0,1362.85,"Stayed","","","Junior","Joven","Minimum Services"
"2815-CPTUL","Male",68,"No",0,"Gasquet",95543,0,5,"None","Yes",2.27,"No","Yes","Fiber Optic",17,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",70.25,331.9,12.48,0,11.35,330.77,"Churned","Price","Price too high","Junior","Anciano","Services with Improvements"
"2817-NTQDO","Male",52,"No",0,"Huntington Beach",92646,0,13,"Offer D","No",NA,"","Yes","DSL",17,"Yes","No","No","Yes","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card",45.55,597,0,0,0,597,"Churned","Dissatisfaction","Poor expertise of online support","Junior","Adulto","Minimum Services"
"2823-LKABH","Female",51,"No",0,"Rancho Mirage",92270,0,18,"None","Yes",7.42,"Yes","Yes","Fiber Optic",12,"No","No","Yes","Yes","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",95.05,1679.4,38.65,0,133.56,1774.31,"Stayed","","","Junior","Adulto","Enhanced Services"
"2824-DXNKN","Female",26,"Yes",1,"Santa Cruz",95065,8,72,"Offer A","Yes",38.99,"Yes","Yes","Cable",73,"Yes","No","Yes","No","Yes","No","Yes","Yes","Two Year","Yes","Bank Withdrawal",71.45,5025.85,0,0,2807.28,7833.13,"Stayed","","","Junior","Joven","Services with Improvements"
"2824-MYYBN","Female",43,"Yes",2,"Bakersfield",93313,0,37,"None","Yes",1.6,"Yes","Yes","Fiber Optic",11,"No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",95.25,3314.15,0,0,59.2,3373.35,"Stayed","","","Junior","Adulto","Enhanced Services"
"2826-DXLQO","Male",80,"Yes",0,"El Cerrito",94530,10,7,"Offer E","No",NA,"","Yes","DSL",13,"Yes","No","No","No","No","No","No","Yes","One Year","No","Bank Withdrawal",29.8,220.45,11.83,0,0,208.62,"Stayed","","","Junior","Anciano","Minimum Services"
"2826-UWHIS","Male",64,"Yes",0,"Sequoia National Park",93262,4,45,"Offer B","Yes",1.59,"Yes","Yes","Fiber Optic",19,"No","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",81.4,3775.85,0,0,71.55,3847.4,"Stayed","","","Junior","Anciano","Enhanced Services"
"2828-SLQPF","Male",53,"No",0,"San Marino",91108,0,19,"None","Yes",29.52,"No","Yes","DSL",5,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",45,865.85,22.55,0,560.88,1404.18,"Stayed","","","Junior","Adulto","Minimum Services"
"2830-LEWOA","Male",37,"Yes",1,"Jamestown",95327,3,61,"Offer B","Yes",43.08,"No","Yes","Fiber Optic",19,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","No","Credit Card",103.9,6449.15,0,0,2627.88,9077.03,"Stayed","","","Junior","Adulto","All Included"
"2831-EBWRN","Male",46,"No",0,"Altadena",91001,0,4,"Offer E","Yes",33.93,"No","Yes","Cable",20,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",-8,199.75,0,0,135.72,335.47,"Stayed","","","Junior","Adulto",NA
"2832-KJCRD","Female",22,"No",0,"Los Angeles",90071,0,38,"Offer C","Yes",23.95,"Yes","Yes","Fiber Optic",27,"No","No","Yes","Yes","Yes","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal",103.65,3988.5,0,140,910.1,5038.6,"Stayed","","","Junior","Joven","All Included"
"2833-SLKDQ","Male",23,"No",0,"Caspar",95420,0,1,"None","Yes",48.03,"No","Yes","Cable",73,"No","No","No","No","No","No","Yes","Yes","Month-to-Month","No","Credit Card",45.05,45.05,0,0,48.03,93.08,"Churned","Competitor","Competitor had better devices","Junior","Joven","Minimum Services"
"2834-JKOOW","Female",60,"No",0,"Gerber",96035,0,15,"Offer D","No",NA,"","Yes","DSL",25,"Yes","Yes","Yes","Yes","No","No","No","Yes","One Year","No","Credit Card",45.9,693.45,16.27,0,0,677.18,"Stayed","","","Junior","Adulto","Minimum Services"
"2834-JRTUA","Male",30,"No",0,"Martinez",94553,0,71,"Offer A","Yes",49.42,"Yes","Yes","Fiber Optic",53,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal",108.05,7532.15,0,0,3508.82,11040.97,"Churned","Competitor","Competitor had better devices","Junior","Joven","All Included"
"2834-SPCJV","Male",40,"Yes",0,"Rough And Ready",95975,1,52,"None","Yes",38.37,"No","Yes","Fiber Optic",14,"Yes","No","No","No","Yes","No","No","Yes","Month-to-Month","No","Bank Withdrawal",84.1,4348.65,0,0,1995.24,6343.89,"Churned","Competitor","Competitor had better devices","Junior","Adulto","Enhanced Services"
"2840-XANRC","Male",77,"Yes",0,"San Diego",92122,1,24,"Offer C","Yes",16.1,"No","Yes","Cable",12,"No","No","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",93.15,2231.05,0,0,386.4,2617.45,"Churned","Competitor","Competitor made better offer","Junior","Anciano","Enhanced Services"
"2842-BCQGE","Male",39,"No",0,"San Diego",92139,0,43,"Offer B","Yes",19.66,"Yes","Yes","Fiber Optic",28,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",75.35,3161.4,0,0,845.38,4006.78,"Stayed","","","Junior","Adulto","Services with Improvements"
"2842-JTCCU","Male",27,"No",0,"Hopland",95449,0,2,"Offer E","Yes",29.69,"No","Yes","Cable",52,"No","No","No","No","No","No","Yes","No","Month-to-Month","No","Bank Withdrawal",46.05,80.35,0,10,59.38,149.73,"Churned","Attitude","Attitude of service provider","Junior","Joven","Minimum Services"
"2843-CQMEG","Male",21,"No",0,"San Diego",92120,0,24,"Offer C","Yes",3.72,"No","Yes","Cable",59,"No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Mailed Check",49.7,1218.25,0,0,89.28,1307.53,"Stayed","","","Junior","Joven","Minimum Services"
"2845-AFFTX","Male",78,"Yes",0,"Westport",95488,0,41,"None","Yes",22.56,"Yes","Yes","Fiber Optic",15,"No","No","Yes","No","Yes","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal",99.8,4259.3,8.88,0,924.96,5175.38,"Churned","Dissatisfaction","Product dissatisfaction","Junior","Anciano","All Included"
"2845-HSJCY","Female",49,"Yes",0,"Fallbrook",92028,1,14,"None","Yes",29.18,"Yes","Yes","Fiber Optic",19,"No","No","Yes","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",87.25,1258.6,0,0,408.52,1667.12,"Churned","Competitor","Competitor made better offer","Junior","Adulto","Enhanced Services"
"2845-KDHVX","Female",57,"Yes",0,"Sheridan",95681,9,64,"None","Yes",23.29,"No","Yes","DSL",25,"No","Yes","Yes","Yes","No","Yes","Yes","Yes","Two Year","Yes","Credit Card",68.3,4378.8,0,0,1490.56,5869.36,"Stayed","","","Junior","Adulto","Services with Improvements"
"2851-MMUTZ","Female",29,"No",0,"Tahoe Vista",96148,0,27,"None","Yes",1.31,"No","Yes","Cable",53,"No","Yes","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Mailed Check",56.15,1439.35,0,0,35.37,1474.72,"Stayed","","","Junior","Joven","Minimum Services"
"2851-STERV","Male",79,"No",0,"Descanso",91916,0,35,"None","Yes",3.04,"No","Yes","DSL",18,"No","No","Yes","Yes","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal",73,2471.25,0,0,106.4,2577.65,"Stayed","","","Junior","Anciano","Services with Improvements"
"2853-CWQFQ","Male",20,"No",1,"Eureka",95503,0,1,"None","Yes",41.39,"No","Yes","Cable",48,"No","No","No","Yes","No","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card",59.55,59.55,0,0,41.39,100.94,"Joined","","","Junior","Joven","Services with Improvements"
"2856-HYAPG","Female",62,"No",0,"Platina",96076,0,1,"Offer E","Yes",12.4,"No","Yes","Fiber Optic",28,"No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",68.65,68.65,0,0,12.4,81.05,"Churned","Price","Price too high","Junior","Anciano","Services with Improvements"
"2856-NNASM","Male",74,"No",0,"Santa Rosa",95407,0,43,"None","Yes",39.12,"No","Yes","Fiber Optic",6,"No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Mailed Check",89.55,3856.75,0,0,1682.16,5538.91,"Churned","Dissatisfaction","Network reliability","Junior","Anciano","Enhanced Services"
"2858-EIMXH","Female",69,"Yes",0,"Vallejo",94592,1,53,"None","Yes",30.09,"Yes","Yes","Fiber Optic",12,"No","No","No","No","Yes","Yes","No","Yes","One Year","Yes","Credit Card",95.85,5016.25,18.85,0,1594.77,6592.17,"Stayed","","","Junior","Anciano","All Included"
"2858-MOFSQ","Female",50,"No",0,"Rio Oso",95674,0,17,"None","Yes",24.31,"Yes","Yes","DSL",21,"No","No","Yes","No","No","No","No","Yes","One Year","Yes","Mailed Check",55.85,937.5,0,0,413.27,1350.77,"Churned","Price","Price too high","Junior","Adulto","Minimum Services"
"2860-RANUS","Female",67,"No",0,"Mc Kittrick",93251,0,20,"Offer D","Yes",29.29,"Yes","Yes","Fiber Optic",15,"No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card",85.8,1727.5,0,0,585.8,2313.3,"Churned","Price","Price too high","Junior","Anciano","Enhanced Services"
"2862-PFNIK","Male",47,"No",3,"San Leandro",94578,0,1,"None","No",NA,"","Yes","Cable",21,"No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",24.7,24.7,0,0,0,24.7,"Joined","","","Junior","Adulto","Minimum Services"
"2863-IMQDR","Female",52,"No",0,"San Diego",92130,0,61,"None","Yes",23.45,"Yes","Yes","DSL",8,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal",89.65,5308.7,0,0,1430.45,6739.15,"Stayed","","","Junior","Adulto","Enhanced Services"
"2865-TCHJW","Female",74,"No",0,"Anaheim",92807,0,4,"None","Yes",48.35,"Yes","Yes","Cable",24,"No","No","Yes","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",89.2,346.2,0,0,193.4,539.6,"Churned","Competitor","Competitor had better devices","Junior","Anciano","Enhanced Services"
"2867-UIMSS","Male",24,"No",0,"Vernalis",95385,0,1,"None","Yes",35.77,"No","Yes","Fiber Optic",69,"No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",80.5,80.5,0,0,35.77,116.27,"Churned","Dissatisfaction","Product dissatisfaction","Junior","Joven","Enhanced Services"
"2868-LLSKM","Female",50,"Yes",2,"Escondido",92027,1,68,"Offer A","Yes",15.94,"Yes","Yes","Fiber Optic",29,"No","Yes","No","Yes","No","No","No","Yes","One Year","Yes","Bank Withdrawal",83.65,5733.4,46.99,0,1083.92,6770.33,"Stayed","","","Junior","Adulto","Enhanced Services"
"2868-MZAGQ","Male",49,"No",0,"Modesto",95354,0,1,"Offer E","Yes",19.98,"No","Yes","Fiber Optic",5,"No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",79.25,79.25,0,0,19.98,99.23,"Churned","Dissatisfaction","Service dissatisfaction","Junior","Adulto","Enhanced Services"
"2868-SNELZ","Female",54,"No",0,"San Diego",92122,0,2,"None","Yes",5.32,"Yes","Yes","Fiber Optic",20,"No","No","Yes","No","No","No","No","Yes","Month-to-Month","No","Credit Card",80.6,155.8,0,0,10.64,166.44,"Churned","Competitor","Competitor made better offer","Junior","Adulto","Enhanced Services"
"2869-ADAWR","Female",41,"No",0,"Sutter Creek",95685,0,45,"Offer B","Yes",14.12,"Yes","Yes","Fiber Optic",24,"No","Yes","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card",89.3,4016.85,44.63,0,635.4,4607.62,"Churned","Dissatisfaction","Poor expertise of online support","Junior","Adulto","Enhanced Services"
